transaction_id,customer_id,transaction_date,transaction_type,transaction_amount,payment_method,merchant_category
T00419,C0401,2022-09-02,Transfer,7111.57,UPI,Travel
T00420,C0128,2024-01-18,Withdrawal,4281.59,Net Banking,Retail
T00421,C0033,2023-11-28,Transfer,11062.49,Net Banking,Retail
T00422,C0176,2022-09-29,Transfer,3444.63,Card,Food
T00423,C0460,2025-06-16,Withdrawal,7069.3,UPI,Retail
T00424,C0443,2023-01-12,Transfer,1990.42,UPI,Healthcare
T00425,C0371,2022-09-23,Withdrawal,4416.01,Card,Education
T00426,C0470,2024-07-14,Purchase,3914.13,Net Banking,Food
T00427,C0375,2024-07-09,Payment,5388.81,Cash,Education
T00428,C0022,2025-10-14,Payment,3348.31,UPI,Education
T00429,C0238,2022-12-06,Transfer,4050.74,UPI,Travel
T00430,C0158,2023-01-24,Transfer,8713.86,Net Banking,Travel
T00431,C0038,2023-07-31,Transfer,3172.96,Net Banking,Food
T00432,C0230,2022-01-03,Payment,1244.6,UPI,Other
T00433,C0365,2025-12-23,Purchase,18242.33,Net Banking,Travel
T00434,C0051,2025-03-11,Purchase,13588.73,Cash,Travel
T00435,C0438,2023-01-11,Payment,1600.42,UPI,Travel
T00436,C0264,2022-11-20,Purchase,7813.43,Cash,Education
T00437,C0283,2022-05-26,Payment,3009.27,Cash,Food
T00438,C0027,2022-10-20,Purchase,5555.94,Net Banking,Education
T00439,C0226,2023-03-08,Withdrawal,5694.25,Cash,Healthcare
T00440,C0277,2023-12-06,Withdrawal,3730.53,Net Banking,Education
T00441,C0286,2024-08-06,Payment,2403.83,Card,Healthcare
T00442,C0097,2023-08-08,Purchase,2589.97,Net Banking,Retail
T00443,C0284,2023-02-03,Transfer,2162.19,Cash,Retail
T00444,C0367,2024-03-27,Purchase,2313.17,Card,Healthcare
T00445,C0448,2025-09-29,Withdrawal,4264.54,Net Banking,Healthcare
T00446,C0481,2024-08-21,Withdrawal,2538.24,Cash,Education
T00447,C0453,2025-03-09,Purchase,7765.72,UPI,Healthcare
T00448,C0317,2022-07-06,Purchase,14788.86,UPI,Food
T00449,C0304,2022-03-02,Transfer,2829.32,Net Banking,Retail
T00450,C0147,2024-07-27,Transfer,5449.92,Net Banking,Retail
T00451,C0004,2025-11-04,Purchase,6711.52,UPI,Other
T00452,C0035,2023-12-11,Purchase,6564.52,Cash,Healthcare
T00453,C0192,2024-03-17,Purchase,4781.92,Cash,Travel
T00454,C0049,2025-09-04,Purchase,8151.67,Cash,Travel
T00455,C0017,2025-08-18,Payment,6618.55,Net Banking,Healthcare
T00456,C0172,2025-09-29,Purchase,1671.88,Card,Food
T00457,C0220,2022-01-11,Transfer,9019.62,Card,Travel
T00458,C0158,2024-12-21,Withdrawal,9151.43,Card,Other
T00459,C0477,2022-08-14,Payment,2443.54,Card,Healthcare
T00460,C0046,2025-03-22,Purchase,4638.67,Card,Food
T00461,C0373,2023-07-18,Withdrawal,7773.66,Net Banking,Food
T00462,C0006,2024-02-11,Payment,3806.18,Net Banking,Education
T00463,C0099,2025-08-26,Withdrawal,10617.04,Card,Food
T00464,C0380,2024-06-03,Purchase,29819.88,Net Banking,Travel
T00465,C0233,2025-06-20,Purchase,2399.57,Net Banking,Travel
T00466,C0037,2025-10-21,Transfer,1490.69,Card,Healthcare
T00467,C0280,2025-09-15,Purchase,5738.12,Cash,Healthcare
T00468,C0349,2025-02-04,Purchase,8015.1,Net Banking,Food
T00469,C0497,2022-08-14,Payment,3741.12,Cash,Other
T00470,C0302,2024-04-04,Transfer,14392.19,Net Banking,Retail
T00471,C0181,2022-08-06,Payment,1542.17,Net Banking,Education
T00472,C0095,2024-07-25,Withdrawal,7833.52,Card,Retail
T00473,C0099,2024-01-23,Purchase,2771.5,Net Banking,Food
T00474,C0188,2023-05-21,Withdrawal,17806.79,UPI,Food
T00475,C0481,2022-09-16,Payment,22155.59,UPI,Retail
T00476,C0116,2022-02-23,Purchase,2436.96,Card,Education
T00477,C0191,2024-12-06,Purchase,2899.19,Cash,Retail
T00478,C0253,2023-12-28,Payment,8950.84,Cash,Healthcare
T00479,C0469,2023-11-20,Payment,3301.49,Cash,Travel
T00480,C0416,2025-01-27,Payment,4339.45,UPI,Other
T00481,C0471,2024-11-09,Payment,4592.33,Cash,Healthcare
T00482,C0161,2023-02-23,Payment,968.83,Cash,Travel
T00483,C0256,2023-11-21,Purchase,4450.46,Card,Other
T00484,C0323,2024-04-29,Payment,2591.65,Cash,Other
T00485,C0128,2022-03-03,Purchase,3033.08,UPI,Other
T00486,C0018,2025-03-14,Purchase,14281.76,UPI,Food
T00487,C0281,2022-08-04,Payment,1646.86,UPI,Other
T00488,C0490,2022-01-03,Payment,8624.8,Card,Education
T00489,C0223,2022-06-09,Transfer,3599.9,Card,Retail
T00490,C0054,2024-02-20,Purchase,3597.61,Net Banking,Education
T00491,C0058,2025-02-17,Payment,8468.68,Cash,Retail
T00492,C0323,2024-06-11,Payment,5906.88,Card,Healthcare
T00493,C0360,2025-01-17,Payment,7103.36,UPI,Healthcare
T00494,C0174,2022-11-25,Transfer,9763.25,UPI,Retail
T00495,C0280,2023-08-03,Transfer,3452.27,Card,Education
T00496,C0114,2025-10-12,Withdrawal,2757.4,Card,Retail
T00497,C0288,2025-07-14,Purchase,1888.83,Card,Other
T00498,C0431,2024-08-09,Withdrawal,2325.07,Net Banking,Food
T00499,C0342,2025-09-08,Payment,47624.77,UPI,Healthcare
T00500,C0151,2023-09-27,Transfer,12180.31,Net Banking,Food
T00501,C0450,2024-09-14,Transfer,1526.87,Net Banking,Other
T00502,C0127,2025-05-03,Withdrawal,1562.22,Cash,Other
T00503,C0155,2024-07-09,Transfer,6616.52,UPI,Healthcare
T00504,C0490,2024-01-08,Payment,6971.91,UPI,Healthcare
T00505,C0386,2025-09-17,Transfer,6980.95,Card,Other
T00506,C0474,2022-06-19,Withdrawal,3669.71,Card,Travel
T00507,C0273,2023-06-05,Payment,4070.29,Cash,Food
T00508,C0104,2022-02-09,Withdrawal,5849.65,Net Banking,Food
T00509,C0417,2025-07-08,Transfer,4820.09,Card,Travel
T00510,C0393,2025-11-19,Withdrawal,762.34,Card,Education
T00511,C0299,2024-08-12,Withdrawal,3744.31,UPI,Food
T00512,C0246,2025-06-03,Purchase,2277.21,UPI,Retail
T00513,C0176,2024-09-10,Transfer,5177.11,Card,Other
T00514,C0039,2025-02-21,Transfer,49022.76,UPI,Other
T00515,C0477,2024-09-01,Withdrawal,6037.94,Cash,Travel
T00516,C0170,2022-02-07,Purchase,3501.72,Card,Food
T00517,C0247,2022-11-24,Transfer,9407.61,UPI,Education
T00518,C0026,2025-06-28,Payment,6620.88,Cash,Food
T00519,C0355,2025-04-14,Withdrawal,6297.5,UPI,Other
T00520,C0306,2024-07-02,Transfer,7312.3,UPI,Healthcare
T00521,C0409,2023-03-30,Payment,23320.02,UPI,Retail
T00522,C0408,2022-02-06,Transfer,1820.97,Card,Travel
T00523,C0013,2025-09-01,Payment,6573.08,Net Banking,Healthcare
T00524,C0316,2024-08-30,Withdrawal,2144.64,UPI,Education
T00525,C0391,2024-03-06,Transfer,7018.06,Cash,Healthcare
T00526,C0313,2024-08-30,Transfer,2157.88,Card,Healthcare
T00527,C0036,2023-08-16,Purchase,3222.59,Card,Education
T00528,C0173,2025-02-11,Withdrawal,3553.76,Cash,Healthcare
T00529,C0020,2024-11-29,Payment,9823.04,UPI,Travel
T00530,C0321,2025-08-17,Transfer,9382.45,Net Banking,Other
T00531,C0264,2022-08-12,Transfer,1661.14,UPI,Food
T00532,C0494,2022-11-14,Payment,4702.17,Cash,Healthcare
T00533,C0400,2022-12-15,Withdrawal,2550.82,Card,Travel
T00534,C0142,2022-04-25,Purchase,1644.23,Net Banking,Food
T00535,C0460,2023-11-29,Purchase,3782.8,Card,Food
T00536,C0371,2025-09-08,Transfer,3515.88,Cash,Healthcare
T00537,C0471,2024-11-29,Payment,31357.41,UPI,Travel
T00538,C0143,2022-02-09,Transfer,6362.65,Net Banking,Other
T00539,C0092,2025-08-05,Payment,1494.79,Card,Healthcare
T00540,C0354,2025-07-09,Purchase,2864.11,Card,Education
T00541,C0322,2022-08-04,Withdrawal,10187.73,Card,Food
T00542,C0288,2025-03-16,Payment,23922.79,UPI,Healthcare
T00543,C0215,2022-12-02,Purchase,1265.28,Net Banking,Food
T00544,C0447,2025-04-06,Transfer,1000.14,UPI,Travel
T00545,C0342,2022-04-02,Payment,20102.61,UPI,Retail
T00546,C0051,2022-12-19,Withdrawal,6145.8,UPI,Healthcare
T00547,C0153,2023-07-25,Transfer,2246.66,Cash,Other
T00548,C0186,2024-03-26,Transfer,6901.79,Cash,Healthcare
T00549,C0063,2024-02-20,Purchase,546.34,Cash,Food
T00550,C0190,2022-12-29,Payment,4512.17,Net Banking,Travel
T00551,C0125,2023-07-11,Transfer,5849.37,UPI,Education
T00552,C0150,2025-09-30,Withdrawal,9426.2,UPI,Other
T00553,C0314,2025-04-08,Payment,1999.63,Cash,Travel
T00554,C0058,2022-12-22,Withdrawal,4819.29,UPI,Healthcare
T00555,C0342,2022-07-10,Transfer,2146.28,UPI,Education
T00556,C0305,2023-02-26,Withdrawal,5520.04,Card,Travel
T00557,C0180,2023-12-01,Purchase,2198.56,UPI,Retail
T00558,C0170,2022-01-07,Withdrawal,3246.56,Card,Other
T00559,C0326,2022-05-13,Payment,2028.76,UPI,Food
T00560,C0271,2023-07-11,Withdrawal,7576.01,Net Banking,Travel
T00561,C0054,2024-04-05,Withdrawal,8942.71,Cash,Travel
T00562,C0491,2024-01-31,Purchase,3729.9,Card,Retail
T00563,C0444,2024-11-20,Withdrawal,4639.78,Cash,Healthcare
T00564,C0101,2023-06-19,Withdrawal,1412.28,Card,Other
T00565,C0481,2023-03-02,Transfer,3540.74,Card,Other
T00566,C0264,2025-11-18,Transfer,4322.84,Card,Food
T00567,C0053,2023-11-03,Payment,36624.3,Net Banking,Travel
T00568,C0060,2022-12-29,Transfer,1848.74,UPI,Education
T00569,C0492,2025-12-31,Transfer,14518.43,Card,Travel
T00570,C0108,2022-03-23,Transfer,9989.8,Net Banking,Food
T00571,C0005,2022-12-22,Transfer,5632.69,Card,Travel
T00572,C0103,2025-07-05,Purchase,18374.68,UPI,Retail
T00573,C0196,2023-08-12,Transfer,6060.31,Card,Travel
T00574,C0262,2022-10-22,Purchase,6143.56,Net Banking,Travel
T00575,C0365,2025-06-01,Purchase,4312.77,UPI,Education
T00576,C0480,2024-12-05,Transfer,11976.33,Net Banking,Retail
T00577,C0372,2025-02-10,Withdrawal,10818.45,UPI,Retail
T00578,C0350,2025-06-10,Purchase,2727.91,UPI,Travel
T00579,C0047,2022-01-17,Withdrawal,1566.24,Cash,Other
T00580,C0355,2022-12-26,Withdrawal,3825.51,Cash,Education
T00581,C0311,2025-05-31,Transfer,2372.74,Cash,Travel
T00582,C0424,2024-05-15,Payment,4277.03,UPI,Travel
T00583,C0308,2023-12-01,Transfer,12109.96,Card,Food
T00584,C0144,2023-03-24,Payment,3121.26,Net Banking,Food
T00585,C0269,2024-05-05,Payment,4348.45,Net Banking,Other
T00586,C0370,2022-12-31,Transfer,4713.81,Net Banking,Education
T00587,C0124,2023-11-06,Transfer,8871.31,Cash,Healthcare
T00588,C0106,2024-10-04,Payment,745.7,UPI,Food
T00589,C0158,2025-09-11,Transfer,2769.64,Cash,Healthcare
T00590,C0147,2023-04-12,Payment,5328.68,Card,Retail
T00591,C0145,2023-02-18,Withdrawal,11753.38,UPI,Food
T00592,C0120,2023-08-09,Transfer,3036.04,Net Banking,Food
T00593,C0319,2025-06-10,Withdrawal,1002.84,Cash,Education
T00594,C0275,2025-06-01,Purchase,7387.92,Cash,Other
T00595,C0092,2024-09-20,Withdrawal,2706.86,Card,Healthcare
T00596,C0058,2025-12-06,Withdrawal,1737.32,Card,Food
T00597,C0439,2023-07-26,Payment,2730.82,Cash,Food
T00598,C0346,2022-12-01,Withdrawal,3882.41,Card,Education
T00599,C0229,2025-05-30,Transfer,2773.98,Net Banking,Education
T00600,C0474,2022-02-06,Payment,770.76,Card,Other
T00601,C0117,2024-09-15,Purchase,9223.28,Card,Healthcare
T00602,C0318,2022-10-05,Transfer,12478.13,Cash,Retail
T00603,C0279,2025-05-04,Purchase,7578.35,Cash,Other
T00604,C0127,2024-07-04,Withdrawal,1811.09,UPI,Retail
T00605,C0393,2023-04-29,Transfer,3830.07,UPI,Travel
T00606,C0396,2025-06-19,Transfer,4476.58,Cash,Food
T00607,C0129,2025-09-09,Purchase,7265.32,Card,Healthcare
T00608,C0058,2024-01-01,Transfer,7681.0,Card,Other
T00609,C0122,2022-07-11,Transfer,2501.12,UPI,Food
T00610,C0001,2024-11-06,Transfer,4805.08,UPI,Healthcare
T00611,C0239,2023-06-08,Withdrawal,6487.66,UPI,Healthcare
T00612,C0290,2024-07-06,Purchase,14421.72,Net Banking,Healthcare
T00613,C0096,2023-02-05,Transfer,7906.48,Net Banking,Food
T00614,C0126,2024-06-04,Payment,8459.78,UPI,Other
T00615,C0118,2023-12-06,Payment,4812.12,Card,Education
T00616,C0048,2022-01-22,Payment,13907.73,UPI,Food
T00617,C0089,2023-04-19,Payment,6245.67,Net Banking,Healthcare
T00618,C0488,2025-02-17,Withdrawal,2259.64,Card,Other
T00619,C0237,2022-07-29,Transfer,13829.08,Net Banking,Travel
T00620,C0373,2022-11-02,Purchase,7864.82,Card,Retail
T00621,C0385,2025-07-17,Transfer,3157.06,Net Banking,Healthcare
T00622,C0272,2023-12-05,Withdrawal,3066.33,Card,Travel
T00623,C0189,2023-11-18,Payment,5704.97,Card,Education
T00624,C0487,2022-10-12,Withdrawal,6518.38,Card,Healthcare
T00625,C0192,2023-12-17,Transfer,5269.37,Card,Travel
T00626,C0447,2024-02-02,Purchase,5772.61,Cash,Healthcare
T00627,C0069,2025-06-04,Withdrawal,17532.27,Net Banking,Food
T00628,C0278,2024-08-05,Purchase,10604.86,Net Banking,Other
T00629,C0349,2023-01-16,Withdrawal,5241.39,Cash,Travel
T00630,C0247,2023-04-05,Purchase,9555.59,Card,Other
T00631,C0451,2024-10-27,Purchase,1970.05,Card,Food
T00632,C0076,2022-01-29,Payment,6186.81,Net Banking,Food
T00633,C0154,2024-06-25,Purchase,19135.06,Cash,Other
T00634,C0144,2024-11-22,Payment,3779.69,Card,Travel
T00635,C0435,2024-05-28,Transfer,2284.1,Card,Other
T00636,C0485,2022-03-20,Transfer,2670.88,Card,Other
T00637,C0086,2024-08-04,Payment,1882.07,UPI,Retail
T00638,C0185,2023-04-04,Payment,2401.92,Cash,Travel
T00639,C0285,2023-07-24,Withdrawal,3345.68,Card,Retail
T00640,C0462,2025-12-24,Withdrawal,1461.73,UPI,Healthcare
T00641,C0220,2024-01-08,Withdrawal,4556.58,Cash,Other
T00642,C0069,2025-08-01,Transfer,9261.81,Card,Healthcare
T00643,C0047,2023-05-31,Withdrawal,2176.84,Net Banking,Travel
T00644,C0497,2025-01-27,Purchase,15172.8,UPI,Other
T00645,C0094,2023-02-01,Purchase,6771.42,UPI,Healthcare
T00646,C0238,2022-02-08,Withdrawal,10262.97,Card,Education
T00647,C0446,2025-07-18,Purchase,2658.63,Card,Food
T00648,C0500,2024-06-05,Transfer,8914.66,UPI,Other
T00649,C0453,2024-03-07,Purchase,1878.61,Net Banking,Food
T00650,C0204,2022-06-06,Transfer,9173.1,Net Banking,Retail
T00651,C0400,2025-01-03,Payment,5163.16,Cash,Healthcare
T00652,C0218,2024-06-02,Payment,7005.38,Card,Retail
T00653,C0474,2025-02-27,Payment,1756.99,Net Banking,Other
T00654,C0432,2024-08-31,Payment,2199.04,Cash,Food
T00655,C0341,2025-01-12,Purchase,7256.23,Net Banking,Food
T00656,C0039,2024-11-11,Withdrawal,2107.28,Card,Healthcare
T00657,C0100,2024-04-28,Purchase,6518.49,Cash,Other
T00658,C0289,2025-11-06,Transfer,1507.37,Cash,Education
T00659,C0254,2024-01-18,Purchase,8869.49,Cash,Education
T00660,C0222,2024-09-15,Purchase,1678.77,Net Banking,Healthcare
T00661,C0357,2022-01-21,Transfer,7000.05,Card,Other
T00662,C0023,2022-10-30,Payment,7422.99,Cash,Healthcare
T00663,C0250,2024-05-18,Payment,2577.09,UPI,Other
T00664,C0010,2022-03-25,Payment,7168.52,Card,Retail
T00665,C0246,2025-11-11,Withdrawal,5542.42,UPI,Healthcare
T00666,C0325,2025-07-04,Transfer,2924.15,UPI,Other
T00667,C0100,2023-07-24,Transfer,2008.19,Cash,Education
T00668,C0290,2024-07-22,Purchase,936.11,Cash,Other
T00669,C0180,2025-03-31,Withdrawal,5952.42,Net Banking,Other
T00670,C0223,2025-04-01,Payment,1286.9,Net Banking,Healthcare
T00671,C0394,2024-10-05,Withdrawal,4856.67,Net Banking,Retail
T00672,C0250,2024-03-03,Transfer,3644.86,Card,Retail
T00673,C0147,2024-03-02,Transfer,7747.67,Net Banking,Retail
T00674,C0442,2025-07-18,Purchase,3534.04,UPI,Retail
T00675,C0096,2023-05-07,Purchase,3457.41,Net Banking,Travel
T00676,C0257,2022-07-27,Transfer,8081.47,Cash,Healthcare
T00677,C0325,2024-12-19,Payment,5883.34,Net Banking,Food
T00678,C0493,2023-03-06,Payment,5795.04,Card,Healthcare
T00679,C0004,2024-09-11,Withdrawal,6550.17,Card,Travel
T00680,C0016,2025-08-25,Transfer,1317.35,UPI,Retail
T00681,C0280,2023-06-04,Transfer,8244.19,Card,Travel
T00682,C0336,2023-08-14,Payment,7345.24,Net Banking,Education
T00683,C0247,2024-11-16,Payment,1995.17,Cash,Education
T00684,C0258,2022-07-18,Transfer,3701.78,Card,Healthcare
T00685,C0497,2023-01-22,Purchase,4360.7,UPI,Healthcare
T00686,C0476,2022-12-15,Transfer,4040.95,Net Banking,Food
T00687,C0384,2024-08-17,Transfer,5877.7,UPI,Food
T00688,C0160,2023-11-24,Payment,14142.31,Card,Education
T00689,C0475,2023-01-13,Payment,10691.95,Card,Retail
T00690,C0340,2024-06-17,Purchase,1575.07,UPI,Travel
T00691,C0152,2024-07-04,Purchase,7401.88,Net Banking,Food
T00692,C0396,2023-06-11,Withdrawal,13029.6,Card,Other
T00693,C0178,2025-03-22,Transfer,6132.02,Cash,Food
T00694,C0163,2024-01-04,Payment,10771.05,Card,Retail
T00695,C0380,2022-07-25,Purchase,22508.52,Net Banking,Retail
T00696,C0033,2023-03-31,Withdrawal,10206.71,Card,Healthcare
T00697,C0417,2025-07-20,Withdrawal,5493.27,UPI,Travel
T00698,C0445,2025-06-13,Payment,10382.77,Card,Retail
T00699,C0179,2023-06-05,Payment,5053.03,Card,Food
T00700,C0427,2024-10-13,Withdrawal,4586.88,Net Banking,Food
T00701,C0101,2024-08-13,Purchase,3397.18,UPI,Education
T00702,C0268,2023-12-27,Withdrawal,15718.02,Net Banking,Retail
T00703,C0323,2024-10-10,Transfer,2338.09,Card,Other
T00704,C0065,2023-05-16,Transfer,15332.45,Cash,Healthcare
T00705,C0417,2022-04-27,Payment,6712.48,Card,Travel
T00706,C0168,2023-01-21,Purchase,1469.07,Net Banking,Other
T00707,C0330,2025-09-29,Purchase,6038.75,Cash,Healthcare
T00708,C0043,2023-08-07,Transfer,838.67,Net Banking,Food
T00709,C0044,2023-01-30,Withdrawal,7422.26,Net Banking,Other
T00710,C0285,2024-12-23,Payment,9136.36,UPI,Healthcare
T00711,C0397,2023-12-22,Withdrawal,2801.61,Cash,Food
T00712,C0012,2022-03-13,Withdrawal,4967.49,Card,Food
T00713,C0095,2022-10-01,Withdrawal,21486.04,Net Banking,Food
T00714,C0302,2025-09-05,Purchase,3002.6,Card,Food
T00715,C0386,2022-12-04,Transfer,1928.9,UPI,Food
T00716,C0253,2025-10-21,Purchase,14722.96,UPI,Education
T00717,C0499,2023-08-30,Transfer,21631.43,Cash,Other
T00718,C0242,2022-06-15,Payment,4513.32,UPI,Healthcare
T00719,C0035,2022-01-11,Payment,10107.2,UPI,Education
T00720,C0215,2025-08-17,Withdrawal,13161.0,Card,Education
T00721,C0337,2023-12-30,Transfer,2484.55,UPI,Retail
T00722,C0090,2024-03-11,Transfer,3052.11,UPI,Retail
T00723,C0264,2022-04-12,Transfer,12046.53,Net Banking,Retail
T00724,C0093,2025-12-19,Withdrawal,17323.93,UPI,Travel
T00725,C0410,2025-11-16,Withdrawal,7059.56,Net Banking,Retail
T00726,C0458,2024-02-18,Payment,2226.04,UPI,Healthcare
T00727,C0090,2022-08-02,Purchase,22059.12,UPI,Education
T00728,C0418,2025-01-16,Transfer,2942.62,Cash,Healthcare
T00729,C0115,2023-02-05,Transfer,3441.71,Cash,Other
T00730,C0105,2023-08-11,Purchase,5917.7,Net Banking,Retail
T00731,C0391,2024-06-07,Transfer,15602.1,UPI,Travel
T00732,C0196,2024-12-05,Withdrawal,8910.75,Card,Other
T00733,C0314,2023-08-15,Withdrawal,6271.21,Cash,Travel
T00734,C0114,2025-08-26,Transfer,6518.92,Card,Other
T00735,C0493,2025-01-14,Withdrawal,4659.41,Cash,Education
T00736,C0075,2022-04-02,Withdrawal,7032.83,Cash,Healthcare
T00737,C0413,2023-11-04,Transfer,594.78,UPI,Food
T00738,C0376,2023-12-15,Payment,3549.45,Cash,Healthcare
T00739,C0420,2024-07-24,Purchase,5458.29,Card,Retail
T00740,C0217,2022-08-30,Withdrawal,1791.88,Cash,Food
T00741,C0277,2022-01-02,Payment,6129.64,Net Banking,Travel
T00742,C0249,2022-08-13,Withdrawal,3820.96,UPI,Education
T00743,C0164,2024-03-11,Withdrawal,18328.51,UPI,Education
T00744,C0394,2023-08-12,Purchase,15839.28,Net Banking,Travel
T00745,C0357,2022-04-26,Withdrawal,3100.1,Net Banking,Retail
T00746,C0457,2024-07-06,Purchase,3988.47,Net Banking,Travel
T00747,C0408,2025-01-31,Purchase,4241.51,Cash,Other
T00748,C0192,2022-07-13,Purchase,3135.38,UPI,Retail
T00749,C0227,2025-04-04,Payment,5259.82,Net Banking,Food
T00750,C0177,2024-05-20,Transfer,2453.34,Cash,Travel
T00751,C0099,2022-03-31,Payment,1821.36,Net Banking,Retail
T00752,C0496,2022-05-02,Transfer,7405.67,Card,Food
T00753,C0036,2022-05-23,Transfer,7446.18,Card,Travel
T00754,C0466,2024-09-20,Purchase,2364.64,UPI,Education
T00755,C0497,2022-04-16,Withdrawal,9210.66,Cash,Travel
T00756,C0487,2024-06-05,Purchase,2715.06,Card,Healthcare
T00757,C0096,2023-03-04,Withdrawal,5510.25,Card,Travel
T00758,C0152,2025-08-21,Transfer,8674.2,Cash,Healthcare
T00759,C0151,2022-11-13,Purchase,4380.61,Net Banking,Food
T00760,C0190,2023-09-27,Withdrawal,6474.49,Cash,Travel
T00761,C0224,2022-01-09,Payment,2977.05,Net Banking,Food
T00762,C0037,2024-02-13,Withdrawal,3845.5,Card,Food
T00763,C0268,2025-01-01,Purchase,3816.71,Card,Retail
T00764,C0369,2025-10-14,Payment,2476.42,Card,Food
T00765,C0183,2022-08-11,Withdrawal,3906.56,UPI,Food
T00766,C0013,2025-12-10,Withdrawal,1303.67,UPI,Travel
T00767,C0279,2023-07-07,Withdrawal,3037.86,UPI,Travel
T00768,C0217,2025-10-25,Withdrawal,3582.92,Cash,Education
T00769,C0355,2023-12-17,Withdrawal,3666.12,Card,Retail
T00770,C0361,2025-07-11,Payment,3709.43,Card,Food
T00771,C0286,2025-09-03,Transfer,4283.05,Cash,Retail
T00772,C0273,2025-01-12,Payment,6603.7,UPI,Healthcare
T00773,C0369,2025-09-03,Payment,9058.39,Cash,Food
T00774,C0062,2022-04-21,Payment,2675.84,UPI,Retail
T00775,C0084,2022-09-08,Transfer,1718.61,Card,Education
T00776,C0368,2023-01-18,Purchase,1955.1,Net Banking,Education
T00777,C0217,2022-01-07,Transfer,3047.48,UPI,Food
T00778,C0342,2023-04-04,Payment,3395.8,Card,Healthcare
T00779,C0397,2025-01-12,Withdrawal,2430.46,Card,Education
T00780,C0187,2022-07-27,Withdrawal,1595.5,Net Banking,Education
T00781,C0019,2024-06-18,Payment,3124.21,Card,Healthcare
T00782,C0177,2025-11-14,Withdrawal,5202.91,Card,Retail
T00783,C0100,2025-08-30,Payment,7243.47,UPI,Education
T00784,C0396,2022-01-22,Withdrawal,2881.0,UPI,Travel
T00785,C0445,2023-02-14,Transfer,3233.87,Net Banking,Other
T00786,C0233,2024-06-13,Purchase,2144.1,Net Banking,Other
T00787,C0403,2023-05-30,Purchase,4388.23,Card,Education
T00788,C0076,2025-02-24,Transfer,2282.64,UPI,Retail
T00789,C0265,2024-03-19,Transfer,7117.66,Net Banking,Retail
T00790,C0455,2024-05-23,Payment,1078.3,Net Banking,Food
T00791,C0284,2022-01-14,Payment,3374.93,Cash,Travel
T00792,C0206,2024-08-28,Payment,5725.69,Net Banking,Retail
T00793,C0223,2024-09-04,Withdrawal,5212.95,Card,Healthcare
T00794,C0384,2024-10-10,Payment,38803.26,UPI,Travel
T00795,C0052,2024-11-01,Transfer,5953.13,Net Banking,Other
T00796,C0339,2022-03-28,Purchase,2015.43,Cash,Travel
T00797,C0367,2024-06-27,Withdrawal,4169.12,UPI,Healthcare
T00798,C0144,2025-08-17,Payment,1086.63,Net Banking,Education
T00799,C0373,2025-06-20,Withdrawal,4219.0,Cash,Healthcare
T00800,C0069,2022-05-02,Withdrawal,2310.89,Net Banking,Healthcare
T00801,C0099,2025-03-16,Payment,9359.48,UPI,Education
T00802,C0396,2024-01-20,Withdrawal,2899.23,UPI,Education
T00803,C0025,2025-10-11,Purchase,4098.68,UPI,Education
T00804,C0436,2023-11-16,Transfer,2706.43,Card,Education
T00805,C0379,2022-11-05,Transfer,18086.37,Net Banking,Education
T00806,C0469,2023-11-26,Purchase,3480.18,Card,Healthcare
T00807,C0484,2022-10-15,Withdrawal,19494.32,UPI,Food
T00808,C0053,2022-11-03,Payment,8631.33,Cash,Food
T00809,C0151,2024-07-02,Withdrawal,6617.59,Net Banking,Retail
T00810,C0144,2023-10-24,Purchase,6043.99,Card,Food
T00811,C0057,2023-07-03,Withdrawal,6166.4,Net Banking,Other
T00812,C0039,2025-10-07,Transfer,962.65,Cash,Food
T00813,C0109,2022-11-08,Withdrawal,3600.13,Card,Healthcare
T00814,C0181,2024-05-22,Purchase,8848.11,UPI,Education
T00815,C0042,2024-12-18,Transfer,4327.37,Card,Education
T00816,C0186,2024-07-12,Withdrawal,1462.18,Net Banking,Healthcare
T00817,C0423,2024-01-25,Withdrawal,4315.24,Net Banking,Other
T00818,C0398,2022-02-04,Transfer,17590.55,Net Banking,Food
T00819,C0223,2023-03-21,Payment,12201.89,Net Banking,Healthcare
T00820,C0122,2022-04-03,Transfer,4282.23,UPI,Retail
T00821,C0133,2025-05-15,Payment,9633.41,Card,Education
T00822,C0163,2022-12-19,Purchase,3356.41,UPI,Travel
T00823,C0215,2024-06-21,Purchase,1151.4,UPI,Retail
T00824,C0221,2025-09-17,Transfer,2147.93,UPI,Other
T00825,C0235,2024-05-11,Transfer,15711.43,Net Banking,Retail
T00826,C0331,2022-06-08,Purchase,3614.24,Net Banking,Healthcare
T00827,C0146,2024-08-14,Payment,3703.84,Net Banking,Food
T00828,C0239,2022-01-24,Purchase,3540.28,Card,Education
T00829,C0076,2023-02-08,Transfer,20643.21,Cash,Other
T00830,C0009,2024-03-15,Purchase,16524.51,Net Banking,Other
T00831,C0074,2023-05-31,Transfer,26551.91,Card,Travel
T00832,C0442,2024-01-02,Transfer,3962.37,Net Banking,Retail
T00833,C0492,2025-10-19,Purchase,5700.63,Net Banking,Travel
T00834,C0401,2025-11-06,Payment,1337.45,UPI,Food
T00835,C0253,2023-06-16,Withdrawal,14667.36,UPI,Food
T00836,C0230,2024-08-13,Purchase,1768.01,UPI,Travel
